Date,Exchange rate
2019-12-12,1.11833
2019-12-13,1.11174
2019-12-15,1.11242
2019-12-16,1.11355
2019-12-17,1.11514
2019-12-18,1.11154
2019-12-19,1.11231
2019-12-20,1.10769
2019-12-22,1.10802
2019-12-23,1.10917
2019-12-24,1.10873
2019-12-25,1.10944
2019-12-26,1.11012
2019-12-27,1.11713
2019-12-29,1.11813
2019-12-30,1.12013
2019-12-31,1.12076
2020-01-01,1.12188
2020-01-02,1.11708
2020-01-03,1.11548
2020-01-05,1.11604
2020-01-06,1.11954
2020-01-07,1.1154
2020-01-08,1.11129
2020-01-09,1.11093
2020-01-10,1.11165
2020-01-12,1.11161
2020-01-13,1.11344
2020-01-14,1.11275
2020-01-15,1.11524
2020-01-16,1.11368
2020-01-17,1.1089
2020-01-19,1.10946
2020-01-20,1.10962
2020-01-21,1.10851
2020-01-22,1.10957
2020-01-23,1.10554
2020-01-24,1.10224
2020-01-26,1.10245
2020-01-27,1.10193
2020-01-28,1.1022
2020-01-29,1.10138
2020-01-30,1.10285
2020-01-31,1.10944
2020-02-02,1.1089
2020-02-03,1.10623
2020-02-04,1.10446
2020-02-05,1.10003
2020-02-06,1.09806
2020-02-07,1.09438
2020-02-09,1.09491
2020-02-10,1.09101
2020-02-11,1.09189
2020-02-12,1.08756
2020-02-13,1.08413
2020-02-14,1.08299
2020-02-16,1.08411
2020-02-17,1.08366
2020-02-18,1.07949
2020-02-19,1.08096
2020-02-20,1.07875
2020-02-21,1.08456
2020-02-23,1.08384
2020-02-24,1.08485
2020-02-25,1.08797
2020-02-26,1.08864
2020-02-27,1.09963
2020-02-28,1.10251
2020-03-01,1.10515
2020-03-02,1.11443
2020-03-03,1.11765
2020-03-04,1.1138
2020-03-05,1.12224
2020-03-06,1.12804
2020-03-08,1.13876
2020-03-09,1.13989
2020-03-10,1.13136
2020-03-11,1.12611
2020-03-12,1.11823
2020-03-13,1.10992
2020-03-15,1.1156
2020-03-16,1.11633
2020-03-17,1.1016
2020-03-18,1.09442
2020-03-19,1.06544
2020-03-20,1.06929
2020-03-22,1.06886
2020-03-23,1.07635
2020-03-24,1.07977
2020-03-25,1.08884
2020-03-26,1.10475
2020-03-27,1.11379
2020-03-29,1.11361
2020-03-30,1.1029
2020-03-31,1.10259
2020-04-01,1.09513
2020-04-02,1.0846
2020-04-03,1.07955
2020-04-05,1.08053
2020-04-06,1.07988
2020-04-07,1.08935
2020-04-08,1.08599
2020-04-09,1.09226
2020-04-10,1.09326
2020-04-12,1.09315
2020-04-13,1.09198
2020-04-14,1.09834
2020-04-15,1.09037
2020-04-16,1.08584
2020-04-17,1.08711
2020-04-19,1.08635
2020-04-20,1.08637
2020-04-21,1.08563
2020-04-22,1.08062
2020-04-23,1.07743
2020-04-24,1.08196
2020-04-26,1.08209
2020-04-27,1.08245
2020-04-28,1.08324
2020-04-29,1.08772
2020-04-30,1.09448
2020-05-01,1.09777
2020-05-03,1.09608
2020-05-04,1.0903
2020-05-05,1.08384
2020-05-06,1.0798
2020-05-07,1.08361
2020-05-08,1.08371
2020-05-10,1.08377
2020-05-11,1.08093
2020-05-12,1.08454
2020-05-13,1.0821
2020-05-14,1.0806
2020-05-15,1.08183
2020-05-17,1.08186
2020-05-18,1.09139
2020-05-19,1.0926
2020-05-20,1.09796
2020-05-21,1.0949
2020-05-22,1.0898
2020-05-24,1.09079
2020-05-25,1.09016
2020-05-26,1.09784
2020-05-27,1.10166
2020-05-28,1.10779
2020-05-29,1.11036
2020-05-31,1.11156
2020-06-01,1.11251
2020-06-02,1.11851
2020-06-03,1.12349
2020-06-04,1.13354
2020-06-05,1.12911
2020-06-07,1.1316
2020-06-08,1.1304
2020-06-09,1.1332
2020-06-10,1.13667
2020-06-11,1.12879
2020-06-12,1.1255
2020-06-14,1.12515
2020-06-15,1.13375
2020-06-16,1.12648
2020-06-17,1.12419
2020-06-18,1.12076
2020-06-19,1.11759
2020-06-21,1.11766
2020-06-22,1.12776
2020-06-23,1.13124
2020-06-24,1.12499
2020-06-25,1.12179
2020-06-26,1.1217
2020-06-28,1.12219
2020-06-29,1.12467
2020-06-30,1.12335
2020-07-01,1.12511
2020-07-02,1.12372
2020-07-03,1.12464
2020-07-05,1.12466
2020-07-06,1.13123
2020-07-07,1.12744
2020-07-08,1.13372
2020-07-09,1.12879
2020-07-10,1.1299
2020-07-12,1.13085
2020-07-13,1.13447
2020-07-14,1.14099
2020-07-15,1.14168
2020-07-16,1.13878
2020-07-17,1.14269
2020-07-19,1.14421
2020-07-20,1.14557
2020-07-21,1.1535
2020-07-22,1.15646
2020-07-23,1.15952
2020-07-24,1.16546
2020-07-26,1.16495
2020-07-27,1.17682
2020-07-28,1.17185
2020-07-29,1.17806
2020-07-30,1.18719
2020-07-31,1.17753
2020-08-02,1.1781
2020-08-03,1.17603
2020-08-04,1.18136
2020-08-05,1.1872
2020-08-06,1.18752
2020-08-07,1.17862
2020-08-09,1.1781
2020-08-10,1.1736
2020-08-11,1.17347
2020-08-12,1.17939
2020-08-13,1.18155
2020-08-14,1.18414
2020-08-16,1.18518
2020-08-17,1.18745
2020-08-18,1.19464
2020-08-19,1.18437
2020-08-20,1.18695
2020-08-21,1.17949
2020-08-23,1.17981
2020-08-24,1.17934
2020-08-25,1.18339
2020-08-26,1.184
2020-08-27,1.18205
2020-08-28,1.19018
2020-08-30,1.19171
2020-08-31,1.19367
2020-09-01,1.19226
2020-09-02,1.18457
2020-09-03,1.18412
2020-09-04,1.18371
2020-09-06,1.18342
2020-09-07,1.18188
2020-09-08,1.17667
2020-09-09,1.18037
2020-09-10,1.18234
2020-09-11,1.18453
2020-09-13,1.18404
2020-09-14,1.18671
2020-09-15,1.18419
2020-09-16,1.18045
2020-09-17,1.18468
2020-09-18,1.18385
2020-09-20,1.18456
2020-09-21,1.17626
2020-09-22,1.17059
2020-09-23,1.16568
2020-09-24,1.16735
2020-09-25,1.16277
2020-09-27,1.16341
2020-09-28,1.16768
2020-09-29,1.17414
2020-09-30,1.17232
2020-10-01,1.17439
2020-10-02,1.17157
2020-10-04,1.17195
2020-10-05,1.17891
2020-10-06,1.17371
2020-10-07,1.17657
2020-10-08,1.17668
2020-10-09,1.18248
2020-10-11,1.18157
2020-10-12,1.18129
2020-10-13,1.1742
2020-10-14,1.17447
2020-10-15,1.17064
2020-10-16,1.17132
2020-10-18,1.17156
2020-10-19,1.17683
2020-10-20,1.1829
2020-10-21,1.18516
2020-10-22,1.18146
2020-10-23,1.18572
2020-10-25,1.18479
2020-10-26,1.18091
2020-10-27,1.17815
2020-10-28,1.17482
2020-10-29,1.16783
2020-10-30,1.16431
2020-11-01,1.16416
2020-11-02,1.16404
2020-11-03,1.17616
2020-11-04,1.17321
2020-11-05,1.18167
2020-11-06,1.187
2020-11-08,1.18924
2020-11-09,1.1824
2020-11-10,1.18184
2020-11-11,1.17792
2020-11-12,1.18038
2020-11-13,1.1831
2020-11-15,1.18448
2020-11-16,1.18592
2020-11-17,1.18636
2020-11-18,1.18451
2020-11-19,1.18653
2020-11-20,1.18544
2020-11-22,1.18654
2020-11-23,1.18422
2020-11-24,1.18974
2020-11-25,1.19162
2020-11-26,1.19109
2020-11-27,1.1962
2020-11-29,1.19721
2020-11-30,1.19374
2020-12-01,1.20706
2020-12-02,1.21138
2020-12-03,1.21449
2020-12-04,1.21202
2020-12-06,1.212
2020-12-07,1.21092
2020-12-08,1.21094
2020-12-09,1.20784
2020-12-10,1.21433
2020-12-11,1.21086
2020-12-13,1.21331
2020-12-14,1.21486
2020-12-15,1.21543
2020-12-16,1.21961
2020-12-17,1.22614
2020-12-18,1.22559
2020-12-20,1.22118
2020-12-21,1.22346
2020-12-22,1.21872
2020-12-23,1.21939
2020-12-24,1.2182
2020-12-25,1.21922
2020-12-27,1.22038
2020-12-28,1.22196
2020-12-29,1.22519
2020-12-30,1.22984
2020-12-31,1.22141
2021-01-03,1.225
2021-01-04,1.22525
2021-01-05,1.22984
2021-01-06,1.23382
2021-01-07,1.22691
2021-01-08,1.22174
2021-01-10,1.2187
2021-01-11,1.21605
2021-01-12,1.22085
2021-01-13,1.21619
2021-01-14,1.21506
2021-01-15,1.20748
2021-01-17,1.20662
2021-01-18,1.20776
2021-01-19,1.21391
2021-01-20,1.21144
2021-01-21,1.21654
2021-01-22,1.21667
2021-01-24,1.21668
2021-01-25,1.21426
2021-01-26,1.21632
2021-01-27,1.21027
2021-01-28,1.21209
2021-01-29,1.21298
2021-01-31,1.21227
2021-02-01,1.20676
2021-02-02,1.20365
2021-02-03,1.20412
2021-02-04,1.19662
2021-02-05,1.20481
2021-02-07,1.20483
2021-02-08,1.20522
2021-02-09,1.21161
2021-02-10,1.2119
2021-02-11,1.21304
2021-02-12,1.21177
2021-02-14,1.21204
2021-02-15,1.2132
2021-02-16,1.2088
2021-02-17,1.20455
2021-02-18,1.20917
2021-02-19,1.21167
2021-02-21,1.21247
2021-02-22,1.21638
2021-02-23,1.21506
2021-02-24,1.21693
2021-02-25,1.21577
2021-02-26,1.20704
2021-02-28,1.20903
2021-03-01,1.20484
2021-03-02,1.20848
2021-03-03,1.20464
2021-03-04,1.19672
2021-03-05,1.19128
2021-03-07,1.19263
2021-03-08,1.18508
2021-03-09,1.18967
2021-03-10,1.19242
2021-03-11,1.19808
2021-03-12,1.19476
2021-03-14,1.195
2021-03-15,1.19263
2021-03-16,1.1902
2021-03-17,1.19825
2021-03-18,1.19174
2021-03-19,1.19031
2021-03-21,1.18835
2021-03-22,1.19322
2021-03-23,1.18396
2021-03-24,1.18127
2021-03-25,1.17756
2021-03-26,1.17918
2021-03-28,1.17874
2021-03-29,1.17685
2021-03-30,1.17231
2021-03-31,1.1727
2021-04-01,1.17772
2021-04-02,1.17603
2021-04-04,1.17676
2021-04-05,1.18169
2021-04-06,1.18737
2021-04-07,1.18723
2021-04-08,1.19153
2021-04-09,1.18977
2021-04-11,1.18958
2021-04-12,1.19115
2021-04-13,1.19538
2021-04-14,1.19832
2021-04-15,1.19692
2021-04-16,1.19805
2021-04-18,1.19689
2021-04-19,1.20424
2021-04-20,1.20324
2021-04-21,1.20372
2021-04-22,1.20143
2021-04-23,1.20938
2021-04-25,1.20892
2021-04-26,1.20793
2021-04-27,1.20892
2021-04-28,1.21348
2021-04-29,1.21245
2021-04-30,1.20169
2021-05-02,1.20271
2021-05-03,1.20588
2021-05-04,1.20144
2021-05-05,1.20074
2021-05-06,1.20651
2021-05-07,1.21615
2021-05-09,1.21704
2021-05-10,1.21405
2021-05-11,1.2144
2021-05-12,1.20777
2021-05-13,1.20767
2021-05-14,1.2142
2021-05-16,1.21498
2021-05-17,1.21563
2021-05-18,1.22223
2021-05-19,1.21704
2021-05-20,1.22249
2021-05-21,1.21778
2021-05-23,1.21805
2021-05-24,1.2214
2021-05-25,1.22468
2021-05-26,1.2192
2021-05-27,1.21927
2021-05-28,1.21905
2021-05-30,1.21892
2021-05-31,1.22325
2021-06-01,1.22174
2021-06-02,1.22094
2021-06-03,1.213
2021-06-04,1.21644
2021-06-06,1.21666
2021-06-07,1.21905
2021-06-08,1.21724
2021-06-09,1.21784
2021-06-10,1.21725
2021-06-11,1.21072
2021-06-13,1.21095
2021-06-14,1.21218
2021-06-15,1.21245
2021-06-16,1.1995
2021-06-17,1.1913
2021-06-18,1.18592
2021-06-20,1.18705
2021-06-21,1.19119
2021-06-22,1.19364
2021-06-23,1.19296
2021-06-24,1.19278
2021-06-25,1.19347
2021-06-27,1.19414
2021-06-28,1.19286
2021-06-29,1.19002
2021-06-30,1.18558
2021-07-01,1.18457
2021-07-02,1.18622
2021-07-04,1.18556
2021-07-05,1.18624
2021-07-06,1.18221
2021-07-07,1.17929
2021-07-08,1.18463
2021-07-09,1.1871
2021-07-11,1.18722
2021-07-12,1.18627
2021-07-13,1.17748
2021-07-14,1.18329
2021-07-15,1.18112
2021-07-16,1.18047
2021-07-18,1.18125
2021-07-19,1.17917
2021-07-20,1.17813
2021-07-21,1.17922
2021-07-22,1.17722
2021-07-23,1.17683
2021-07-25,1.17728
2021-07-26,1.18047
2021-07-27,1.18203
2021-07-28,1.18454
2021-07-29,1.18903
2021-07-30,1.18667
2021-08-01,1.18661
2021-08-02,1.1874
2021-08-03,1.18694
2021-08-04,1.18371
2021-08-05,1.18332
2021-08-06,1.17596
2021-08-08,1.17474
2021-08-09,1.1736
2021-08-10,1.17195
2021-08-11,1.17417
2021-08-12,1.17356
2021-08-13,1.17933
2021-08-15,1.1794
2021-08-16,1.17776
2021-08-17,1.17091
2021-08-18,1.17026
2021-08-19,1.16763
2021-08-20,1.16951
2021-08-22,1.16968
2021-08-23,1.17441
2021-08-24,1.17526
2021-08-25,1.17717
2021-08-26,1.17533
2021-08-27,1.1791
2021-08-29,1.17983
2021-08-30,1.17965
2021-08-31,1.18098
2021-09-01,1.18407
2021-09-02,1.18736
2021-09-03,1.18773
2021-09-05,1.18854
2021-09-06,1.18731
2021-09-07,1.18429
2021-09-08,1.18188
2021-09-09,1.1823
2021-09-10,1.18101
2021-09-12,1.18115
2021-09-13,1.18096
2021-09-14,1.18023
2021-09-15,1.1819
2021-09-16,1.17648
2021-09-17,1.17239
2021-09-19,1.17292
2021-09-20,1.17266
2021-09-21,1.17228
2021-09-22,1.1687
2021-09-23,1.17398
2021-09-24,1.17181
2021-09-26,1.17224
2021-09-27,1.16956
2021-09-28,1.1686
2021-09-29,1.16014
2021-09-30,1.15736
2021-10-01,1.15923
2021-10-03,1.16065
2021-10-04,1.1616
2021-10-05,1.15955
2021-10-06,1.15549
2021-10-07,1.15592
2021-10-08,1.15721
2021-10-10,1.15653
2021-10-11,1.15532
2021-10-12,1.15304
2021-10-13,1.15968
2021-10-14,1.15903
2021-10-15,1.15983
2021-10-17,1.15963
2021-10-18,1.16131
2021-10-19,1.16313
2021-10-20,1.16523
2021-10-21,1.16246
2021-10-22,1.16395
2021-10-24,1.16391
2021-10-25,1.16087
2021-10-26,1.15962
2021-10-27,1.15982
2021-10-28,1.16821
2021-10-29,1.15529
2021-10-31,1.15562
2021-11-01,1.15995
2021-11-02,1.1579
2021-11-03,1.16152
2021-11-04,1.15552
2021-11-05,1.15631
2021-11-07,1.15682
2021-11-08,1.15877
2021-11-09,1.1594
2021-11-10,1.14856
2021-11-11,1.14474
2021-11-12,1.14413
2021-11-14,1.14412
2021-11-15,1.13668
2021-11-16,1.13179
2021-11-17,1.13178
2021-11-18,1.13676
2021-11-19,1.12794
2021-11-21,1.12752
2021-11-22,1.12417
2021-11-23,1.12445
2021-11-24,1.12025
2021-11-25,1.12091
2021-11-26,1.13071
2021-11-28,1.12925
2021-11-29,1.12925
2021-11-30,1.13299
2021-12-01,1.13187
2021-12-02,1.13057
2021-12-03,1.13117
2021-12-05,1.1304
2021-12-06,1.12834
2021-12-07,1.12723
2021-12-08,1.13441
2021-12-09,1.12936
2021-12-10,1.13146
2021-12-12,1.13106
2021-12-13,1.12834
2021-12-14,1.12575
2021-12-15,1.12902
2021-12-16,1.13336
2021-12-17,1.1237
2021-12-19,1.12428
2021-12-20,1.12771
2021-12-21,1.12871
2021-12-22,1.13265
2021-12-23,1.13228
2021-12-24,1.13102
2021-12-26,1.13231
2021-12-27,1.13294
2021-12-28,1.1313
2021-12-29,1.13595
2021-12-30,1.13222
2021-12-31,1.13667
2022-01-02,1.13727
2022-01-03,1.13017
2022-01-04,1.12827
2022-01-05,1.13105
2022-01-06,1.12949
2022-01-07,1.13593
2022-01-09,1.13534
2022-01-10,1.13299
2022-01-11,1.13658
2022-01-12,1.14394
2022-01-13,1.14564
2022-01-14,1.1409
2022-01-16,1.14112
2022-01-17,1.141
2022-01-18,1.13286
2022-01-19,1.13429
2022-01-20,1.13128
2022-01-21,1.13418
2022-01-23,1.13409
2022-01-24,1.13236
2022-01-25,1.13028
2022-01-26,1.12405
2022-01-27,1.11445
2022-01-28,1.1145
2022-01-30,1.11519
2022-01-31,1.12292
2022-02-01,1.1273
2022-02-02,1.12992
2022-02-03,1.14355
2022-02-04,1.14477
2022-02-06,1.14544
2022-02-07,1.1441
2022-02-08,1.14205
2022-02-09,1.14211
2022-02-10,1.14112
2022-02-11,1.13463
2022-02-13,1.13643
2022-02-14,1.13056
2022-02-15,1.13551
2022-02-16,1.13728
2022-02-17,1.13637
2022-02-18,1.13203
2022-02-20,1.13164
2022-02-21,1.13092
2022-02-22,1.13287
2022-02-23,1.13053
2022-02-24,1.11905
2022-02-25,1.12719
2022-02-27,1.118
2022-02-28,1.12141
2022-03-01,1.11322
2022-03-02,1.11123
2022-03-03,1.10656
2022-03-04,1.09311
2022-03-06,1.08736
2022-03-07,1.0866
2022-03-08,1.08978
2022-03-09,1.10733
2022-03-10,1.10133
2022-03-11,1.09099
2022-03-13,1.09316
2022-03-14,1.09426
2022-03-15,1.09667
2022-03-16,1.10214
2022-03-17,1.1099
2022-03-18,1.10492
2022-03-20,1.10424
2022-03-21,1.10167
2022-03-22,1.10293
2022-03-23,1.10058
2022-03-24,1.10083
2022-03-25,1.09805
2022-03-27,1.09812
2022-03-28,1.09911
2022-03-29,1.10909
2022-03-30,1.11613
2022-03-31,1.10726
2022-04-01,1.10427
2022-04-03,1.10454
2022-04-04,1.09749
2022-04-05,1.09058
2022-04-06,1.08975
2022-04-07,1.0864
2022-04-08,1.08744
2022-04-10,1.08841
2022-04-11,1.08769
2022-04-12,1.0826
2022-04-13,1.0895
2022-04-14,1.08209
2022-04-15,1.08057
2022-04-17,1.08139
2022-04-18,1.07799
2022-04-19,1.07941
2022-04-20,1.08493
2022-04-21,1.08349
2022-04-22,1.07947
2022-04-24,1.08093
2022-04-25,1.07124
2022-04-26,1.06424
2022-04-27,1.05541
2022-04-28,1.05029
2022-04-29,1.05409
2022-05-01,1.05349
2022-05-02,1.05096
2022-05-03,1.05251
2022-05-04,1.06202
2022-05-05,1.05394
2022-05-06,1.05452
2022-05-08,1.0532
2022-05-09,1.05631
2022-05-10,1.05289
2022-05-11,1.05117
2022-05-12,1.03784
2022-05-13,1.04116
2022-05-15,1.0398
2022-05-16,1.0439
2022-05-17,1.05487
2022-05-18,1.04729
2022-05-19,1.05795
2022-05-20,1.0561
2022-05-22,1.05689
2022-05-23,1.06837
2022-05-24,1.07326
2022-05-25,1.06869
2022-05-26,1.07324
2022-05-27,1.07317
2022-05-29,1.0729
2022-05-30,1.07729
2022-05-31,1.0734
2022-06-01,1.06509
2022-06-02,1.075
2022-06-03,1.07169
2022-06-05,1.07252
2022-06-06,1.06896
2022-06-07,1.06972
2022-06-08,1.07168
2022-06-09,1.0619
2022-06-10,1.05137
2022-06-12,1.04907
2022-06-13,1.04148
2022-06-14,1.04367
2022-06-15,1.04573
2022-06-16,1.05464
2022-06-17,1.04934
2022-06-19,1.04898
2022-06-20,1.05172
2022-06-21,1.05312
2022-06-22,1.05646
2022-06-23,1.05192
2022-06-24,1.05519
2022-06-26,1.05665
2022-06-27,1.05797
2022-06-28,1.0522
2022-06-29,1.04456
2022-06-30,1.04783
2022-07-01,1.04262
2022-07-03,1.04322
2022-07-04,1.04326
2022-07-05,1.02565
2022-07-06,1.01843
2022-07-07,1.01683
2022-07-08,1.01822
2022-07-10,1.01672
2022-07-11,1.00458
2022-07-12,1.003
2022-07-13,1.00342
2022-07-14,1.00263
2022-07-15,1.00821
2022-07-17,1.00972
2022-07-18,1.01463
2022-07-19,1.02307
2022-07-20,1.01807
2022-07-21,1.022
2022-07-22,1.02119
2022-07-24,1.01991
2022-07-25,1.02229
2022-07-26,1.01285
2022-07-27,1.02052
2022-07-28,1.01918
2022-07-29,1.02248
2022-07-31,1.02102
2022-08-01,1.02627
2022-08-02,1.01563
2022-08-03,1.01565
2022-08-04,1.02472
2022-08-05,1.01825
2022-08-07,1.01719
2022-08-08,1.01978
2022-08-09,1.02079
2022-08-10,1.02986
2022-08-11,1.03203
2022-08-12,1.0259
2022-08-14,1.02534
2022-08-15,1.01613
2022-08-16,1.01694
2022-08-17,1.01773
2022-08-18,1.00893
2022-08-19,1.00326
2022-08-21,1.0036
2022-08-22,0.9938
2022-08-23,0.99662
2022-08-24,0.99677
2022-08-25,0.99706
2022-08-26,0.99623
2022-08-28,0.99359
2022-08-29,1.00107
2022-08-30,1.00234
2022-08-31,1.0038
2022-09-01,0.99514
2022-09-02,0.99515
2022-09-04,0.99077
2022-09-05,0.995
2022-09-06,0.9897
2022-09-07,0.99976
2022-09-08,1.00097
2022-09-09,1.00425
2022-09-11,1.00702
2022-09-12,1.0129
2022-09-13,0.99778
2022-09-14,0.9982
2022-09-15,0.99874
2022-09-16,1.00146
2022-09-18,1.0022
2022-09-19,1.00297
2022-09-20,0.9971
2022-09-21,0.98313
2022-09-22,0.98383
2022-09-23,0.96885
2022-09-25,0.96855
2022-09-26,0.962
2022-09-27,0.95953
2022-09-28,0.97054
2022-09-29,0.98291
2022-09-30,0.98013
2022-10-02,0.97932
2022-10-03,0.98334
2022-10-04,0.99836
2022-10-05,0.99116
2022-10-06,0.97888
2022-10-07,0.97388
2022-10-09,0.97342
2022-10-10,0.9711
2022-10-11,0.97004
2022-10-12,0.97046
2022-10-13,0.97671
2022-10-14,0.97182
2022-10-16,0.97395
2022-10-17,0.98435
2022-10-18,0.98625
2022-10-19,0.97652
2022-10-20,0.97782
2022-10-21,0.98613
2022-10-23,0.98595
2022-10-24,0.98842
2022-10-25,0.99616
2022-10-26,1.00932
2022-10-27,0.99668
2022-10-28,0.99631
2022-10-30,0.99543
2022-10-31,0.98856
2022-11-01,0.98772
2022-11-02,0.98138
2022-11-03,0.97488
2022-11-04,0.9956
2022-11-06,0.99281
2022-11-07,1.00173
2022-11-08,1.00804
2022-11-09,1.0019
2022-11-10,1.01914
2022-11-11,1.03538
2022-11-13,1.03266
2022-11-14,1.03196
2022-11-15,1.03572
2022-11-16,1.03932
2022-11-17,1.03607
2022-11-18,1.03235
2022-11-20,1.03304
2022-11-21,1.0245
2022-11-22,1.03104
2022-11-23,1.04175
2022-11-24,1.04074
2022-11-25,1.03926
2022-11-27,1.03666
2022-11-28,1.03433
2022-11-29,1.03235
2022-11-30,1.04229
2022-12-01,1.05278
2022-12-02,1.05325
2022-12-04,1.05433
2022-12-05,1.04963
2022-12-06,1.04671
2022-12-07,1.05117
2022-12-08,1.05555
2022-12-09,1.05316
2022-12-11,1.05209
2022-12-12,1.05413
2022-12-13,1.06242
2022-12-14,1.06757
2022-12-15,1.06385
2022-12-16,1.05839
2022-12-18,1.05842
2022-12-19,1.06121
2022-12-20,1.0625
2022-12-21,1.06077
2022-12-22,1.0601
2022-12-23,1.06172
2022-12-25,1.06191
2022-12-26,1.06397
2022-12-27,1.06369
2022-12-28,1.06288
2022-12-29,1.06601
2022-12-30,1.07026
2023-01-01,1.07005
2023-01-02,1.06765
2023-01-03,1.05455
2023-01-04,1.06061
2023-01-05,1.05208
2023-01-06,1.06413
2023-01-08,1.06627
2023-01-09,1.07326
2023-01-10,1.07382
2023-01-11,1.07652
2023-01-12,1.08595
2023-01-13,1.08302
2023-01-15,1.08225
2023-01-16,1.08294
2023-01-17,1.07893
2023-01-18,1.07972
2023-01-19,1.08333
2023-01-20,1.08549
2023-01-22,1.08643
2023-01-23,1.08711
2023-01-24,1.08897
2023-01-25,1.09206
2023-01-26,1.0893
2023-01-27,1.08649
2023-01-29,1.08717
2023-01-30,1.08499
2023-01-31,1.08606
2023-02-01,1.10124
2023-02-02,1.09043
2023-02-03,1.07929
2023-02-05,1.07891
2023-02-06,1.07289
2023-02-07,1.07301
2023-02-08,1.07151
2023-02-09,1.0739
2023-02-10,1.06754
2023-02-12,1.06771
2023-02-13,1.07308
2023-02-14,1.0735
2023-02-15,1.06912
2023-02-16,1.06653
2023-02-17,1.06929
2023-02-19,1.06838
2023-02-20,1.06821
2023-02-21,1.06512
2023-02-22,1.06053
2023-02-23,1.05972
2023-02-24,1.0545
2023-02-26,1.05533
2023-02-27,1.06094
2023-02-28,1.05766
2023-03-01,1.06684
2023-03-02,1.05983
2023-03-03,1.06337
2023-03-05,1.06254
2023-03-06,1.06854
2023-03-07,1.05481
2023-03-08,1.05488
2023-03-09,1.05856
2023-03-10,1.06387
2023-03-12,1.0681
2023-03-13,1.07228
2023-03-14,1.07267
2023-03-15,1.05814
2023-03-16,1.06135
2023-03-17,1.06647
2023-03-19,1.06804
2023-03-20,1.07185
2023-03-21,1.07727
2023-03-22,1.08688
2023-03-23,1.08345
2023-03-24,1.07566
2023-03-26,1.07776
2023-03-27,1.08062
2023-03-28,1.08388
2023-03-29,1.08425
2023-03-30,1.09041
2023-03-31,1.08386
2023-04-02,1.08023
2023-04-03,1.09066
2023-04-04,1.09575
2023-04-05,1.09029
2023-04-06,1.09194
2023-04-07,1.09029
2023-04-09,1.09129
2023-04-10,1.08687
2023-04-11,1.09163
2023-04-12,1.09968
2023-04-13,1.10516
2023-04-14,1.09922
2023-04-16,1.09843
2023-04-17,1.09244
2023-04-18,1.09748
2023-04-19,1.09516
2023-04-20,1.09676
2023-04-21,1.09874
2023-04-23,1.09916
2023-04-24,1.1057
2023-04-25,1.09779
2023-04-26,1.1045
2023-04-27,1.10315
2023-04-28,1.10144
2023-04-30,1.10105
2023-05-01,1.09687
2023-05-02,1.10107
2023-05-03,1.10685
2023-05-04,1.10229
2023-05-05,1.10162
2023-05-07,1.10181
2023-05-08,1.09965
2023-05-09,1.09645
2023-05-10,1.09824
2023-05-11,1.09122
2023-05-12,1.08477
2023-05-14,1.08527
2023-05-15,1.08735
2023-05-16,1.08653
2023-05-17,1.08378
2023-05-18,1.07749
2023-05-19,1.08019
2023-05-21,1.08218
2023-05-22,1.08104
2023-05-23,1.07691
2023-05-24,1.07555
2023-05-25,1.07234
2023-05-26,1.07227
2023-05-28,1.07214
2023-05-29,1.07067
2023-05-30,1.07316
2023-05-31,1.06933
2023-06-01,1.07604
2023-06-02,1.07063
2023-06-04,1.06967
2023-06-05,1.07113
2023-06-06,1.06984
2023-06-07,1.07069
2023-06-08,1.07818
2023-06-09,1.07456
2023-06-11,1.07499
2023-06-12,1.07622
2023-06-13,1.07895
2023-06-14,1.08427
2023-06-15,1.09455
2023-06-16,1.09376
2023-06-18,1.09397
2023-06-19,1.09235
2023-06-20,1.09198
2023-06-21,1.09915
2023-06-22,1.09554
2023-06-23,1.08905
2023-06-25,1.09062
2023-06-26,1.09099
2023-06-27,1.09575
2023-06-28,1.09151
2023-06-29,1.08673
2023-06-30,1.09095
2023-07-02,1.09075
2023-07-03,1.09128
2023-07-04,1.08824
2023-07-05,1.08551
2023-07-06,1.08896
2023-07-07,1.09646
2023-07-09,1.09669
2023-07-10,1.10052
2023-07-11,1.10136
2023-07-12,1.11405
2023-07-13,1.12234
2023-07-14,1.12235
2023-07-16,1.12273
2023-07-17,1.12373
2023-07-18,1.12281
2023-07-19,1.12049
2023-07-20,1.11344
2023-07-21,1.11244
2023-07-23,1.11243
2023-07-24,1.1063
2023-07-25,1.10499
2023-07-26,1.10779
2023-07-27,1.09781
2023-07-28,1.10125
2023-07-30,1.10238
2023-07-31,1.09966
2023-08-01,1.10075
2023-08-02,1.09435
2023-08-03,1.0951
2023-08-04,1.10029
2023-08-06,1.10024
2023-08-07,1.10026
2023-08-08,1.09592
2023-08-09,1.09771
2023-08-10,1.09815
2023-08-11,1.09433
2023-08-13,1.09432
2023-08-14,1.09077
2023-08-15,1.09038
2023-08-16,1.08743
2023-08-17,1.08743
2023-08-18,1.08678
2023-08-20,1.08749
2023-08-21,1.08975
2023-08-22,1.08464
2023-08-23,1.08654
2023-08-24,1.0799
2023-08-25,1.07906
2023-08-27,1.07968
2023-08-28,1.08255
2023-08-29,1.08691
2023-08-30,1.09294
2023-08-31,1.08424
2023-09-01,1.07717
2023-09-03,1.07756
