Date,US_2Y,DE_2Y,Spread
2024-01-10,4.37,2.6,1.77
2024-01-11,4.26,2.64,1.6199999999999997
2024-01-12,4.14,2.56,1.5799999999999996
2024-01-16,4.22,2.57,1.65
2024-01-17,4.34,2.62,1.7199999999999998
2024-01-18,4.34,2.67,1.67
2024-01-19,4.39,2.68,1.7099999999999995
2024-01-22,4.37,2.68,1.69
2024-01-23,4.31,2.68,1.6299999999999994
2024-01-24,4.34,2.69,1.65
2024-01-25,4.28,2.72,1.56
2024-01-26,4.34,2.58,1.7599999999999998
2024-01-29,4.29,2.56,1.73
2024-01-30,4.36,2.5,1.8600000000000003
2024-01-31,4.27,2.5,1.7699999999999996
2024-02-01,4.2,2.47,1.73
2024-02-02,4.36,2.5,1.8600000000000003
2024-02-05,4.46,2.59,1.87
2024-02-06,4.39,2.61,1.7799999999999998
2024-02-07,4.41,2.6,1.81
2024-02-08,4.46,2.62,1.8399999999999999
2024-02-09,4.48,2.68,1.8000000000000003
2024-02-12,4.46,2.68,1.7799999999999998
2024-02-13,4.64,2.69,1.9499999999999997
2024-02-14,4.56,2.73,1.8299999999999996
2024-02-15,4.56,2.71,1.8499999999999996
2024-02-16,4.64,2.76,1.88
2024-02-20,4.59,2.79,1.7999999999999998
2024-02-21,4.64,2.78,1.8599999999999999
2024-02-22,4.69,2.87,1.8200000000000003
2024-02-23,4.67,2.94,1.73
2024-02-26,4.69,2.87,1.8200000000000003
2024-02-27,4.7,2.89,1.81
2024-02-28,4.64,2.9,1.7399999999999998
2024-02-29,4.64,2.97,1.6699999999999995
2024-03-01,4.54,2.9,1.6400000000000001
2024-03-04,4.61,2.87,1.7400000000000002
2024-03-05,4.54,2.89,1.65
2024-03-06,4.55,2.87,1.6799999999999997
2024-03-07,4.5,2.84,1.6600000000000001
2024-03-08,4.48,2.77,1.7100000000000004
2024-03-11,4.51,2.76,1.75
2024-03-12,4.58,2.8,1.7800000000000002
2024-03-13,4.61,2.83,1.7800000000000002
2024-03-14,4.68,2.88,1.7999999999999998
2024-03-15,4.72,2.93,1.7899999999999996
2024-03-18,4.73,2.95,1.7800000000000002
2024-03-19,4.68,2.92,1.7599999999999998
2024-03-20,4.59,2.9,1.69
2024-03-21,4.62,2.86,1.7600000000000002
2024-03-22,4.59,2.85,1.7399999999999998
2024-03-25,4.54,2.83,1.71
2024-03-26,4.56,2.85,1.7099999999999995
2024-03-27,4.54,2.84,1.7000000000000002
2024-03-28,4.59,2.86,1.73
2024-04-02,4.7,2.84,1.8600000000000003
2024-04-03,4.68,2.84,1.8399999999999999
2024-04-04,4.65,2.84,1.8100000000000005
2024-04-05,4.73,2.85,1.8800000000000003
2024-04-08,4.78,2.92,1.8600000000000003
2024-04-09,4.74,2.92,1.8200000000000003
2024-04-10,4.97,2.87,2.0999999999999996
2024-04-11,4.93,2.98,1.9499999999999997
2024-04-12,4.88,2.9,1.98
2024-04-15,4.93,2.87,2.0599999999999996
2024-04-16,4.97,2.9,2.07
2024-04-17,4.93,2.94,1.9899999999999998
2024-04-18,4.98,2.94,2.0400000000000005
2024-04-19,4.97,2.97,1.9999999999999996
2024-04-22,4.97,3.02,1.9499999999999997
2024-04-23,4.86,2.91,1.9500000000000002
2024-04-24,4.89,2.93,1.9599999999999995
2024-04-25,4.96,2.95,2.01
2024-04-26,4.96,3.0,1.96
2024-04-29,4.97,2.94,2.03
2024-04-30,5.04,2.98,2.06
2024-05-02,4.87,2.99,1.88
2024-05-03,4.81,2.97,1.8399999999999994
2024-05-06,4.82,2.89,1.9300000000000002
2024-05-07,4.82,2.89,1.9300000000000002
2024-05-08,4.84,2.92,1.92
2024-05-09,4.8,2.95,1.8499999999999996
2024-05-10,4.87,2.93,1.94
2024-05-13,4.85,2.96,1.8899999999999997
2024-05-14,4.81,2.94,1.8699999999999997
2024-05-15,4.73,2.94,1.7900000000000005
2024-05-16,4.78,2.91,1.87
2024-05-17,4.83,2.94,1.8900000000000001
2024-05-20,4.82,2.98,1.8400000000000003
2024-05-21,4.82,2.98,1.8400000000000003
2024-05-22,4.86,3.0,1.8600000000000003
2024-05-23,4.91,3.03,1.8800000000000003
2024-05-24,4.93,3.07,1.8599999999999999
2024-05-28,4.94,3.04,1.9000000000000004
2024-05-29,4.96,3.06,1.9
2024-05-30,4.92,3.09,1.83
2024-05-31,4.89,3.12,1.7699999999999996
2024-06-03,4.82,3.08,1.7400000000000002
2024-06-04,4.77,3.01,1.7599999999999998
2024-06-05,4.72,3.0,1.7199999999999998
2024-06-06,4.72,2.99,1.7299999999999995
2024-06-07,4.87,3.04,1.83
2024-06-10,4.87,3.07,1.8000000000000003
2024-06-11,4.81,3.06,1.7499999999999996
2024-06-12,4.75,3.01,1.7400000000000002
2024-06-13,4.68,2.98,1.6999999999999997
2024-06-14,4.67,2.78,1.8900000000000001
2024-06-17,4.75,2.77,1.98
2024-06-18,4.69,2.84,1.8500000000000005
2024-06-20,4.7,2.83,1.87
2024-06-21,4.7,2.76,1.9400000000000004
2024-06-24,4.71,2.79,1.92
2024-06-25,4.65,2.8,1.8500000000000005
2024-06-26,4.71,2.82,1.8900000000000001
2024-06-27,4.7,2.82,1.8800000000000003
2024-06-28,4.71,2.81,1.9
2024-07-01,4.77,2.92,1.8499999999999996
2024-07-02,4.74,2.9,1.8400000000000003
2024-07-03,4.71,2.94,1.77
2024-07-05,4.6,2.94,1.6599999999999997
2024-07-08,4.62,2.92,1.7000000000000002
2024-07-09,4.62,2.92,1.7000000000000002
2024-07-10,4.62,2.9,1.7200000000000002
2024-07-11,4.5,2.9,1.6
2024-07-12,4.45,2.82,1.6300000000000003
2024-07-15,4.44,2.79,1.6500000000000004
2024-07-16,4.43,2.76,1.67
2024-07-17,4.42,2.75,1.67
2024-07-18,4.46,2.78,1.6800000000000002
2024-07-19,4.49,2.74,1.75
2024-07-22,4.5,2.8,1.7000000000000002
2024-07-23,4.4,2.74,1.6600000000000001
2024-07-24,4.37,2.68,1.69
2024-07-25,4.41,2.61,1.8000000000000003
2024-07-26,4.36,2.64,1.7200000000000002
2024-07-29,4.36,2.58,1.7800000000000002
2024-07-30,4.35,2.6,1.7499999999999996
2024-07-31,4.29,2.54,1.75
2024-08-01,4.16,2.51,1.6500000000000004
2024-08-02,3.88,2.43,1.4499999999999997
2024-08-05,3.89,2.25,1.6400000000000001
2024-08-06,3.99,2.36,1.6300000000000003
2024-08-07,4.0,2.43,1.5699999999999998
2024-08-08,4.04,2.35,1.69
2024-08-09,4.05,2.4,1.65
2024-08-12,4.01,2.39,1.6199999999999997
2024-08-13,3.93,2.38,1.5500000000000003
2024-08-14,3.94,2.35,1.5899999999999999
2024-08-15,4.08,2.36,1.7200000000000002
2024-08-16,4.06,2.43,1.6299999999999994
2024-08-19,4.06,2.4,1.6599999999999997
2024-08-20,3.99,2.43,1.56
2024-08-21,3.92,2.39,1.5299999999999998
2024-08-22,3.99,2.37,1.62
2024-08-23,3.9,2.41,1.4899999999999998
2024-08-26,3.91,2.37,1.54
2024-08-27,3.83,2.4,1.4300000000000002
2024-08-28,3.83,2.38,1.4500000000000002
2024-08-29,3.87,2.34,1.5300000000000002
2024-08-30,3.91,2.35,1.56
2024-09-03,3.88,2.42,1.46
2024-09-04,3.76,2.34,1.42
2024-09-05,3.75,2.31,1.44
2024-09-06,3.66,2.26,1.4000000000000004
2024-09-09,3.68,2.27,1.4100000000000001
2024-09-10,3.59,2.21,1.38
2024-09-11,3.62,2.15,1.4700000000000002
2024-09-12,3.64,2.19,1.4500000000000002
2024-09-13,3.57,2.19,1.38
2024-09-16,3.56,2.22,1.3399999999999999
2024-09-17,3.59,2.17,1.42
2024-09-18,3.61,2.24,1.3699999999999997
2024-09-19,3.59,2.25,1.3399999999999999
2024-09-20,3.55,2.21,1.3399999999999999
2024-09-23,3.57,2.16,1.4099999999999997
2024-09-24,3.49,2.14,1.35
2024-09-25,3.53,2.11,1.42
2024-09-26,3.6,2.08,1.52
2024-09-27,3.55,2.08,1.4699999999999998
2024-09-30,3.66,2.11,1.5500000000000003
2024-10-01,3.61,2.04,1.5699999999999998
2024-10-02,3.63,2.04,1.5899999999999999
2024-10-03,3.7,2.06,1.6400000000000001
2024-10-04,3.93,2.12,1.81
2024-10-07,3.99,2.25,1.7400000000000002
2024-10-08,3.98,2.23,1.75
2024-10-09,3.99,2.22,1.77
2024-10-10,3.98,2.28,1.7000000000000002
2024-10-11,3.95,2.25,1.7000000000000002
2024-10-15,3.95,2.22,1.73
2024-10-16,3.93,2.18,1.75
2024-10-17,3.96,2.19,1.77
2024-10-18,3.95,2.12,1.83
2024-10-21,4.02,2.13,1.8899999999999997
2024-10-22,4.03,2.16,1.87
2024-10-23,4.07,2.11,1.9600000000000004
2024-10-24,4.07,2.06,2.0100000000000002
2024-10-25,4.11,2.1,2.0100000000000002
2024-10-28,4.12,2.08,2.04
2024-10-29,4.11,2.12,1.9900000000000002
2024-10-30,4.15,2.15,2.0000000000000004
2024-10-31,4.16,2.27,1.8900000000000001
2024-11-01,4.21,2.26,1.9500000000000002
2024-11-04,4.17,2.28,1.8900000000000001
2024-11-05,4.19,2.28,1.9100000000000006
2024-11-06,4.27,2.19,2.0799999999999996
2024-11-07,4.21,2.21,2.0
2024-11-08,4.26,2.19,2.07
2024-11-12,4.34,2.11,2.23
2024-11-13,4.27,2.15,2.1199999999999997
2024-11-14,4.34,2.13,2.21
2024-11-15,4.31,2.09,2.2199999999999998
2024-11-18,4.29,2.18,2.11
2024-11-19,4.27,2.1,2.1699999999999995
2024-11-20,4.31,2.14,2.1699999999999995
2024-11-21,4.34,2.08,2.26
2024-11-22,4.37,1.98,2.39
2024-11-25,4.21,2.03,2.18
2024-11-26,4.21,2.01,2.2
2024-11-27,4.19,2.0,2.1900000000000004
2024-11-29,4.13,2.01,2.12
2024-12-02,4.17,1.9,2.27
2024-12-03,4.17,1.94,2.23
2024-12-04,4.13,1.96,2.17
2024-12-05,4.15,1.96,2.1900000000000004
2024-12-06,4.1,2.04,2.0599999999999996
2024-12-09,4.13,2.0,2.13
2024-12-10,4.15,1.99,2.16
2024-12-11,4.15,1.95,2.2
2024-12-12,4.18,1.97,2.21
2024-12-13,4.25,2.03,2.22
2024-12-16,4.25,2.04,2.21
2024-12-17,4.25,2.04,2.21
2024-12-18,4.35,2.03,2.32
2024-12-19,4.32,2.04,2.2800000000000002
2024-12-20,4.3,2.02,2.28
2024-12-23,4.3,2.03,2.27
2024-12-27,4.31,2.09,2.2199999999999998
2024-12-30,4.24,2.09,2.1500000000000004
2025-01-02,4.25,2.06,2.19
2025-01-03,4.28,2.12,2.16
2025-01-06,4.28,2.19,2.0900000000000003
2025-01-07,4.3,2.18,2.1199999999999997
2025-01-08,4.28,2.19,2.0900000000000003
2025-01-09,4.27,2.22,2.0499999999999994
2025-01-10,4.4,2.25,2.1500000000000004
2025-01-13,4.4,2.3,2.1000000000000005
2025-01-14,4.37,2.28,2.0900000000000003
2025-01-15,4.27,2.29,1.9799999999999995
2025-01-16,4.23,2.26,1.9700000000000006
2025-01-17,4.27,2.22,2.0499999999999994
2025-01-21,4.29,2.22,2.07
2025-01-22,4.29,2.21,2.08
2025-01-23,4.29,2.23,2.06
2025-01-24,4.27,2.28,1.9899999999999998
2025-01-27,4.17,2.25,1.92
2025-01-28,4.19,2.26,1.9300000000000006
2025-01-29,4.21,2.24,1.9699999999999998
2025-01-30,4.18,2.22,1.9599999999999995
2025-01-31,4.22,2.13,2.09
2025-02-03,4.26,2.04,2.2199999999999998
2025-02-04,4.21,2.07,2.14
2025-02-05,4.17,2.01,2.16
2025-02-06,4.21,2.06,2.15
2025-02-07,4.29,2.05,2.24
2025-02-10,4.28,2.04,2.24
2025-02-11,4.29,2.05,2.24
2025-02-12,4.36,2.11,2.2500000000000004
2025-02-13,4.31,2.13,2.1799999999999997
2025-02-14,4.26,2.08,2.1799999999999997
2025-02-18,4.29,2.14,2.15
2025-02-19,4.28,2.14,2.14
2025-02-20,4.28,2.16,2.12
2025-02-21,4.19,2.12,2.0700000000000003
2025-02-24,4.13,2.09,2.04
2025-02-25,4.07,2.07,2.0000000000000004
2025-02-26,4.05,2.06,1.9899999999999998
2025-02-27,4.07,2.05,2.0200000000000005
2025-02-28,3.99,2.0,1.9900000000000002
2025-03-03,3.96,2.05,1.9100000000000001
2025-03-04,3.96,2.02,1.94
2025-03-05,3.99,2.17,1.8200000000000003
2025-03-06,3.96,2.24,1.7199999999999998
2025-03-07,3.99,2.23,1.7600000000000002
2025-03-10,3.89,2.21,1.6800000000000002
2025-03-11,3.94,2.22,1.7199999999999998
2025-03-12,4.01,2.23,1.7799999999999998
2025-03-13,3.94,2.23,1.71
2025-03-14,4.02,2.19,1.8299999999999996
2025-03-17,4.06,2.17,1.8899999999999997
2025-03-18,4.04,2.19,1.85
2025-03-19,3.99,2.16,1.83
2025-03-20,3.95,2.16,1.79
2025-03-21,3.94,2.14,1.7999999999999998
2025-03-24,4.04,2.13,1.9100000000000001
2025-03-25,3.96,2.15,1.81
2025-03-26,3.98,2.12,1.8599999999999999
2025-03-27,3.97,2.09,1.8800000000000003
2025-03-28,3.89,2.04,1.85
2025-03-31,3.89,1.98,1.9100000000000001
2025-04-01,3.87,2.01,1.8600000000000003
2025-04-02,3.91,2.01,1.9000000000000004
2025-04-03,3.71,1.93,1.78
2025-04-04,3.68,1.85,1.83
2025-04-07,3.73,1.65,2.08
2025-04-08,3.71,1.85,1.8599999999999999
2025-04-09,3.91,1.75,2.16
2025-04-10,3.84,1.83,2.01
2025-04-11,3.96,1.73,2.23
2025-04-14,3.84,1.77,2.07
2025-04-15,3.84,1.76,2.08
2025-04-16,3.77,1.73,2.04
2025-04-17,3.81,1.79,2.02
2025-04-22,3.76,1.68,2.08
2025-04-23,3.81,1.73,2.08
2025-04-24,3.77,1.71,2.06
2025-04-25,3.74,1.73,2.0100000000000002
2025-04-28,3.67,1.74,1.93
2025-04-29,3.65,1.72,1.93
2025-04-30,3.6,1.72,1.8800000000000001
2025-05-02,3.83,1.73,2.1
2025-05-05,3.83,1.77,2.06
2025-05-06,3.78,1.76,2.0199999999999996
2025-05-07,3.78,1.75,2.03
2025-05-08,3.9,1.75,2.15
2025-05-09,3.88,1.8,2.08
2025-05-12,3.98,1.9,2.08
2025-05-13,4.02,1.93,2.09
2025-05-14,4.05,1.93,2.12
2025-05-15,3.96,1.91,2.05
2025-05-16,3.98,1.85,2.13
2025-05-19,3.97,1.87,2.1
2025-05-20,3.97,1.82,2.1500000000000004
2025-05-21,4.0,1.87,2.13
2025-05-22,4.0,1.83,2.17
2025-05-23,4.0,1.83,2.17
2025-05-27,3.92,1.77,2.15
2025-05-28,3.96,1.8,2.16
2025-05-29,3.92,1.81,2.11
2025-05-30,3.89,1.78,2.1100000000000003
2025-06-02,3.94,1.8,2.1399999999999997
2025-06-03,3.96,1.78,2.1799999999999997
2025-06-04,3.87,1.79,2.08
2025-06-05,3.92,1.78,2.1399999999999997
2025-06-06,4.04,1.84,2.2
2025-06-09,4.01,1.85,2.1599999999999997
2025-06-10,4.01,1.85,2.1599999999999997
2025-06-11,3.94,1.85,2.09
2025-06-12,3.9,1.82,2.08
2025-06-13,3.96,1.83,2.13
2025-06-16,3.97,1.86,2.1100000000000003
2025-06-17,3.94,1.85,2.09
2025-06-18,3.94,1.86,2.08
2025-06-20,3.9,1.84,2.0599999999999996
2025-06-23,3.84,1.87,1.9699999999999998
2025-06-24,3.75,1.84,1.91
2025-06-25,3.74,1.84,1.9000000000000001
2025-06-26,3.7,1.83,1.87
2025-06-27,3.73,1.83,1.9
2025-06-30,3.72,1.84,1.8800000000000001
2025-07-01,3.78,1.83,1.9499999999999997
2025-07-02,3.78,1.85,1.9299999999999997
2025-07-03,3.88,1.85,2.03
2025-07-07,3.9,1.82,2.08
2025-07-08,3.9,1.87,2.03
2025-07-09,3.86,1.87,1.9899999999999998
2025-07-10,3.86,1.86,1.9999999999999998
2025-07-11,3.9,1.9,2.0
2025-07-14,3.9,1.87,2.03
2025-07-15,3.95,1.87,2.08
2025-07-16,3.88,1.88,2.0
2025-07-17,3.91,1.86,2.05
2025-07-18,3.88,1.88,2.0
2025-07-21,3.85,1.84,2.01
2025-07-22,3.83,1.83,2.0
2025-07-23,3.88,1.83,2.05
2025-07-24,3.91,1.86,2.05
2025-07-25,3.91,1.96,1.9500000000000002
2025-07-28,3.91,1.93,1.9800000000000002
2025-07-29,3.86,1.93,1.93
2025-07-30,3.94,1.94,2.0
2025-07-31,3.94,1.97,1.97
2025-08-01,3.69,1.96,1.73
2025-08-04,3.69,1.93,1.76
2025-08-05,3.72,1.9,1.8200000000000003
2025-08-06,3.69,1.91,1.78
2025-08-07,3.72,1.9,1.8200000000000003
2025-08-08,3.76,1.94,1.8199999999999998
2025-08-11,3.76,1.95,1.8099999999999998
2025-08-12,3.72,1.96,1.7600000000000002
2025-08-13,3.67,1.94,1.73
2025-08-14,3.74,1.92,1.8200000000000003
2025-08-15,3.75,1.94,1.81
2025-08-18,3.77,1.96,1.81
2025-08-19,3.75,1.97,1.78
2025-08-20,3.74,1.94,1.8000000000000003
2025-08-21,3.79,1.96,1.83
2025-08-22,3.68,1.97,1.7100000000000002
2025-08-25,3.73,1.97,1.76
2025-08-26,3.61,1.94,1.67
2025-08-27,3.59,1.93,1.66
2025-08-28,3.62,1.93,1.6900000000000002
2025-08-29,3.59,1.93,1.66
2025-09-02,3.66,1.97,1.6900000000000002
2025-09-03,3.61,1.97,1.64
2025-09-04,3.59,1.95,1.64
2025-09-05,3.51,1.96,1.5499999999999998
2025-09-08,3.49,1.93,1.5600000000000003
2025-09-09,3.54,1.93,1.61
2025-09-10,3.54,1.94,1.6
2025-09-11,3.52,1.97,1.55
2025-09-12,3.56,2.02,1.54
2025-09-15,3.54,2.0,1.54
2025-09-16,3.51,2.02,1.4899999999999998
2025-09-17,3.52,2.0,1.52
2025-09-18,3.57,2.0,1.5699999999999998
2025-09-19,3.57,2.01,1.56
2025-09-22,3.61,2.01,1.6
2025-09-23,3.53,2.02,1.5099999999999998
2025-09-24,3.57,2.02,1.5499999999999998
2025-09-25,3.64,2.02,1.62
2025-09-26,3.63,2.04,1.5899999999999999
2025-09-29,3.63,2.02,1.6099999999999999
2025-09-30,3.6,2.02,1.58
2025-10-01,3.55,2.02,1.5299999999999998
2025-10-02,3.55,2.01,1.54
2025-10-03,3.58,2.02,1.56
2025-10-06,3.6,2.0,1.6
2025-10-07,3.57,2.01,1.56
2025-10-08,3.58,1.99,1.59
2025-10-09,3.6,1.99,1.61
2025-10-10,3.52,1.99,1.53
2025-10-14,3.48,1.91,1.57
2025-10-15,3.5,1.92,1.58
2025-10-16,3.41,1.92,1.4900000000000002
2025-10-17,3.46,1.88,1.58
2025-10-20,3.46,1.92,1.54
2025-10-21,3.45,1.92,1.5300000000000002
2025-10-22,3.45,1.9,1.5500000000000003
2025-10-23,3.48,1.92,1.56
2025-10-24,3.48,1.96,1.52
2025-10-27,3.48,1.98,1.5
2025-10-28,3.47,1.97,1.5000000000000002
2025-10-29,3.59,1.98,1.6099999999999999
2025-10-30,3.61,2.0,1.6099999999999999
2025-10-31,3.6,1.99,1.61
2025-11-03,3.6,1.98,1.62
2025-11-04,3.58,1.99,1.59
2025-11-05,3.63,1.99,1.64
2025-11-06,3.57,1.99,1.5799999999999998
2025-11-07,3.55,2.0,1.5499999999999998
2025-11-10,3.58,2.0,1.58
2025-11-12,3.56,2.01,1.5500000000000003
2025-11-13,3.58,2.0,1.58
2025-11-14,3.62,2.03,1.5900000000000003
2025-11-17,3.6,2.03,1.5700000000000003
2025-11-18,3.58,2.02,1.56
2025-11-19,3.58,2.01,1.5700000000000003
2025-11-20,3.55,2.02,1.5299999999999998
2025-11-21,3.51,1.99,1.5199999999999998
2025-11-24,3.46,2.01,1.4500000000000002
2025-11-25,3.43,2.01,1.4200000000000004
2025-11-26,3.45,2.01,1.4400000000000004
2025-11-28,3.47,2.03,1.4400000000000004
2025-12-01,3.54,2.04,1.5
2025-12-02,3.51,2.06,1.4499999999999997
2025-12-03,3.49,2.05,1.4400000000000004
2025-12-04,3.52,2.07,1.4500000000000002
2025-12-05,3.56,2.07,1.4900000000000002
2025-12-08,3.57,2.13,1.44
2025-12-09,3.61,2.15,1.46
2025-12-10,3.54,2.19,1.35
2025-12-11,3.52,2.17,1.35
2025-12-12,3.52,2.16,1.3599999999999999
2025-12-15,3.51,2.15,1.3599999999999999
2025-12-16,3.48,2.14,1.3399999999999999
2025-12-17,3.49,2.13,1.3600000000000003
2025-12-18,3.46,2.12,1.3399999999999999
2025-12-19,3.48,2.14,1.3399999999999999
2025-12-22,3.44,2.15,1.29
2025-12-23,3.48,2.14,1.3399999999999999
2025-12-29,3.45,2.13,1.3200000000000003
2025-12-30,3.45,2.12,1.33
2026-01-02,3.47,2.12,1.35
2026-01-05,3.46,2.14,1.3199999999999998
2026-01-06,3.47,2.11,1.3600000000000003
2026-01-07,3.47,2.08,1.3900000000000001
2026-01-08,3.49,2.1,1.3900000000000001
2026-01-09,3.54,2.1,1.44
2026-01-12,3.54,2.1,1.44
2026-01-13,3.53,2.11,1.42
2026-01-14,3.51,2.09,1.42
2026-01-15,3.56,2.08,1.48
2026-01-16,3.59,2.1,1.4899999999999998
2026-01-20,3.6,2.08,1.52
2026-01-21,3.6,2.06,1.54
2026-01-22,3.61,2.09,1.52
2026-01-23,3.6,2.13,1.4700000000000002
2026-01-26,3.56,2.11,1.4500000000000002
2026-01-27,3.53,2.14,1.3899999999999997
2026-01-28,3.56,2.09,1.4700000000000002
2026-01-29,3.53,2.09,1.44
2026-01-30,3.52,2.08,1.44
2026-02-02,3.57,2.09,1.48
2026-02-03,3.57,2.12,1.4499999999999997
2026-02-04,3.57,2.11,1.46
2026-02-05,3.47,2.09,1.3800000000000003
2026-02-06,3.5,2.07,1.4300000000000002
2026-02-09,3.48,2.09,1.3900000000000001
2026-02-10,3.45,2.07,1.3800000000000003
2026-02-11,3.52,2.06,1.46
2026-02-12,3.47,2.07,1.4000000000000004
2026-02-13,3.4,2.05,1.35
2026-02-17,3.43,2.03,1.4000000000000004
2026-02-18,3.47,2.04,1.4300000000000002
2026-02-19,3.47,2.06,1.4100000000000001
2026-02-20,3.48,2.05,1.4300000000000002
2026-02-23,3.43,2.05,1.3800000000000003
2026-02-24,3.43,2.03,1.4000000000000004
2026-02-25,3.45,2.05,1.4000000000000004
2026-02-26,3.42,2.04,1.38
2026-02-27,3.38,2.03,1.35
2026-03-02,3.47,2.03,1.4400000000000004
2026-03-03,3.51,2.19,1.3199999999999998
2026-03-04,3.54,2.17,1.37
2026-03-05,3.57,2.18,1.3899999999999997
2026-03-06,3.56,2.27,1.29
2026-03-09,3.56,2.4,1.1600000000000001
2026-03-10,3.57,2.26,1.31
2026-03-11,3.64,2.33,1.31
2026-03-12,3.76,2.38,1.38
2026-03-13,3.73,2.39,1.3399999999999999
2026-03-16,3.68,2.4,1.2800000000000002
2026-03-17,3.68,2.38,1.3000000000000003
2026-03-18,3.76,2.37,1.3899999999999997
2026-03-19,3.79,2.51,1.2800000000000002
2026-03-20,3.88,2.62,1.2599999999999998
2026-03-23,3.83,2.74,1.0899999999999999
2026-03-24,3.9,2.6,1.2999999999999998
